acq_date,grid_id,t2m,td2m,10u,10v,tp,af_flag,wind10m
2024-01-01,4488667,277.88672,274.85858,0.15448315,-0.6051181,0.002618149,0,0.6245261872664207
2024-01-01,4495870,277.40958,274.11697,0.2519563,-0.35163912,0.0020688921,0,0.4325876186670909
2024-01-01,4495879,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4499472,277.15283,273.8826,0.23301506,-0.24429862,0.0016911626,0,0.33760603359642133
2024-01-01,4499474,277.8112,274.2187,0.13690503,-0.56444836,0.0013103485,0,0.5808140307757643
2024-01-01,4503082,278.1805,273.55594,-0.2760385,-0.84293145,2.5361773e-05,0,0.8869784004593081
2024-01-01,4506678,277.42407,274.11435,0.26190504,-0.30604586,0.0015486628,0,0.4028130067420132
2024-01-01,4506679,277.94888,274.61435,0.29529127,-0.33251476,0.00055972487,0,0.4447055202671432
2024-01-01,4506681,278.08643,273.80405,0.05119133,-0.43503347,0.00011864304,0,0.4380350126273125
2024-01-01,4506682,278.19662,273.602,-0.100440346,-0.5177768,4.4211745e-05,0,0.5274287418437108
2024-01-01,4506688,279.78336,274.26956,-0.91300136,-1.2817742,0.00015227497,0,1.5736952002047568
2024-01-01,4506689,280.0227,274.14496,-1.0134449,-1.3015089,0.00017562509,0,1.6495441740417927
2024-01-01,4510267,277.81485,274.51468,0.40743318,0.17310047,0.0010511279,0,0.4426799847283964
2024-01-01,4510277,275.32755,272.17392,0.3167553,-0.106033646,0.0028523952,0,0.3340315167198199
2024-01-01,4510278,276.60532,273.3724,0.3617789,-0.13073254,0.0018217042,0,0.38467514801460934
2024-01-01,4510280,277.49194,273.96014,0.27895418,-0.20755546,0.0005933866,0,0.34769915662147355
2024-01-01,4510281,277.70273,273.6203,0.15139072,-0.25949636,0.0004060343,0,0.30042887836452736
2024-01-01,4510282,278.1749,273.29837,0.019798914,-0.29198742,0.000112451606,0,0.29265790683635357
2024-01-01,4510283,278.32617,273.34378,-0.1257089,-0.35351086,9.7200274e-05,0,0.37519682258402665
2024-01-01,4510286,278.91837,274.17654,-0.532732,-0.6867221,0.00022433698,0,0.8691321110466521
2024-01-01,4510288,279.41577,274.30966,-0.71770924,-0.93456554,0.0001706034,0,1.1783544889959343
2024-01-01,4513873,277.2706,273.73123,0.24569003,0.26371732,0.0044872165,0,0.360430875077848
2024-01-01,4513883,278.3231,273.32953,-0.09344164,-0.22552013,0.00014518201,0,0.24411200118205273
2024-01-01,4513884,278.53622,273.5565,-0.23483975,-0.22670014,0.0002654642,0,0.32640873403768184
2024-01-01,4513887,279.29776,274.40506,-0.5926482,-0.5832879,0.00031642616,0,0.8315387322606506
2024-01-01,4513888,278.70328,273.90823,-0.6198902,-0.6839145,0.00033175945,0,0.9230400334580781
2024-01-01,4513890,278.46207,273.36575,-0.66808766,-0.9699456,0.00021794438,0,1.1777672046731626
2024-01-01,4513892,280.31314,274.5718,-0.8767465,-1.2836866,0.00028796494,0,1.554521055592947
2024-01-01,4517482,277.96362,273.27655,0.06516838,-0.1775872,0.00029103458,0,0.18916694044061821
2024-01-01,4517483,278.38052,273.32538,-0.075009026,-0.16535981,0.00018918514,0,0.18157703804364905
2024-01-01,4517487,278.29004,273.70615,-0.49572435,-0.34061208,0.0004916638,0,0.6014642302122786
2024-01-01,4517488,277.22964,272.9328,-0.48117766,-0.4265089,0.00053939223,0,0.6429943874267376
2024-01-01,4517490,277.35327,272.9655,-0.5153573,-0.71530694,0.00039879978,0,0.8816218946211882
2024-01-01,4517491,278.72632,274.02884,-0.5641448,-0.91841155,0.0002155453,0,1.0778400301252697
2024-01-01,4517492,279.59317,274.60135,-0.6420867,-1.0837559,0.00017193705,0,1.2596833654143809
2024-01-01,4521066,277.83878,274.89203,0.6394685,0.46061674,0.0007726401,0,0.7880912026285267
2024-01-01,4521067,277.83658,274.68573,0.5605297,0.4959968,0.0007651299,0,0.7484693515384114
2024-01-01,4521084,276.90723,272.27338,-0.18674405,-0.09793631,0.00033897161,0,0.21086692729496154
2024-01-01,4521091,278.23373,273.9263,-0.49100432,-0.72381115,0.0002720058,0,0.874635823141829
2024-01-01,4521093,279.33667,274.2449,-0.52050465,-1.0471958,0.00050052255,0,1.1694204266256265
2024-01-01,4524684,276.51498,272.06406,-0.16792488,-0.058263462,0.00033858418,0,0.17774531309500075
2024-01-01,4524689,275.88028,272.16367,-0.40079436,-0.20885754,0.0005119592,0,0.4519486597199523
2024-01-01,4524692,278.1023,273.45444,-0.37766203,-0.69915295,0.0002323538,0,0.7946341651335056
2024-01-01,4524693,278.42813,273.33554,-0.3768889,-0.86927825,0.0007093176,0,0.947464996116623
2024-01-01,4528268,277.7147,274.7925,0.5760123,0.52325916,0.000922367,0,0.778196837744279
2024-01-01,4528278,274.83218,271.53607,0.44169426,0.32041898,0.0041723996,0,0.545675858052368
2024-01-01,4528280,275.06616,271.53592,0.3444856,0.12079334,0.0018936171,0,0.3650498042674665
2024-01-01,4528284,277.1923,272.7686,-0.18000984,-0.02890555,0.0003077984,0,0.1823158613989142
2024-01-01,4528286,277.13828,272.7933,-0.49501228,-0.03248628,0.00040753183,0,0.4960771268049322
2024-01-01,4531883,277.94443,273.61282,0.013268153,0.03391997,0.00027629733,0,0.03642263374376308
2024-01-01,4531884,277.49814,273.18954,-0.16001065,0.034469288,0.00029985607,0,0.16368121434254282
2024-01-01,4531885,276.85645,272.5801,-0.3565235,0.03166167,0.0003479272,0,0.3579266229263184
2024-01-01,4531888,277.23062,273.43134,-0.39835295,0.029016813,0.00043362376,0,0.3994083727344476
2024-01-01,4531890,277.00888,273.2728,-0.3100554,-0.0967563,0.00033842027,0,0.3248016820443669
2024-01-01,4535466,277.54404,274.71664,0.8157177,0.29447904,0.0012591182,0,0.8672446431616696
2024-01-01,4535468,277.22324,274.17563,0.6332633,0.4845222,0.00089038163,0,0.7973607523697978
2024-01-01,4535469,277.29477,274.28665,0.57550365,0.59491444,0.00075831264,0,0.8277243756733494
2024-01-01,4535470,277.1544,274.20258,0.58162755,0.6752367,0.0008419603,0,0.8911987477245985
2024-01-01,4535475,275.7941,272.6867,0.51752025,0.75325996,0.0042087436,0,0.9139079693816353
2024-01-01,4535482,277.14664,273.20926,0.05996005,0.12716134,0.0004907921,0,0.1405888117404728
2024-01-01,4535484,276.48276,272.54324,-0.16279793,0.10921701,0.00035473704,0,0.19603959111777652
2024-01-01,4535485,275.84775,271.97675,-0.31487718,0.11291981,0.0003514439,0,0.3345123644578605
2024-01-01,4535488,276.8607,273.157,-0.37206712,0.0654548,0.0004818346,0,0.37778072029701887
2024-01-01,4535492,277.60767,273.30276,-0.17297046,-0.2844394,0.00019340962,0,0.33290321762484004
2024-01-01,4535493,278.20987,273.44012,-0.17459805,-0.45678234,0.00068915635,0,0.4890138905999278
2024-01-01,4539067,277.1893,274.15555,0.74760246,0.3785448,0.0010067895,0,0.8379770902626703
2024-01-01,4539085,275.5309,271.89398,-0.313392,0.18827789,0.00041271,0,0.36559965744903555
2024-01-01,4539093,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4542665,276.9222,274.2397,1.0031567,0.29189524,0.0017749591,0,1.0447613104865374
2024-01-01,4542670,276.6648,273.73758,0.65004796,0.68762684,0.0007909909,0,0.9462520918806717
2024-01-01,4542671,276.34433,273.39365,0.67000645,0.7520189,0.00091498345,0,1.0071946529836289
2024-01-01,4542681,276.2976,272.7073,0.07340813,0.34469065,0.00077168643,0,0.35242076804229255
2024-01-01,4542682,276.6538,272.90024,0.02549553,0.27218089,0.00059267133,0,0.27337238143450593
2024-01-01,4542684,276.54013,272.89032,-0.18188159,0.2605435,0.0004469305,0,0.317748057701661
2024-01-01,4546268,276.95728,274.00906,0.7315299,0.4982144,0.00089532137,0,0.8850726427595477
2024-01-01,4546280,275.81577,272.24368,0.15000725,0.40788236,0.00084566325,0,0.4345919864099338
2024-01-01,4546281,276.02994,272.59784,0.100548424,0.4079841,0.00071281195,0,0.42019163654420083
2024-01-01,4546286,276.00082,272.3663,-0.25638518,0.44183826,0.0004991889,0,0.5108369686342796
2024-01-01,4549869,276.5022,273.59695,0.68996495,0.6152188,0.00078805536,0,0.924416466805921
2024-01-01,4549880,275.88077,272.20917,0.17657788,0.4246874,0.0008853227,0,0.45993383809419197
2024-01-01,4549884,275.7732,272.11005,-0.066057205,0.47683176,0.00048922,0,0.4813855852402621
2024-01-01,4549885,275.81274,272.16464,-0.14688809,0.53074616,0.00051279366,0,0.5506973736441764
2024-01-01,4549886,275.511,271.92337,-0.18043709,0.54478425,0.0005554408,0,0.5738879877604431
2024-01-01,4549887,275.47208,271.87088,-0.14373462,0.49856028,0.0006496161,0,0.5188660653581257
2024-01-01,4549888,275.35245,271.7973,-0.1010507,0.4474535,0.0007383693,0,0.4587220058300452
2024-01-01,4549889,275.1128,271.64847,-0.04420662,0.41248035,0.0007505957,0,0.4148424573111423
2024-01-01,4549890,275.18393,271.76566,0.036807377,0.38342762,0.0007175021,0,0.38519024232252375
2024-01-01,4549891,275.67432,271.93524,0.1304353,0.34367338,0.00059841946,0,0.36759319853163
2024-01-01,4553463,277.8986,274.96942,1.6309847,0.55884266,0.0034727007,0,1.7240696651440641
2024-01-01,4553470,276.02652,273.1185,0.66144115,0.71869373,0.00083614886,0,0.9767420705870283
2024-01-01,4553473,276.48257,273.2855,0.5642325,0.7666877,0.0008648485,0,0.951928749112842
2024-01-01,4553484,275.71948,272.0683,0.009422938,0.45780912,0.00065898895,0,0.4579060843838246
2024-01-01,4553485,275.6083,271.89398,-0.06829516,0.5085904,0.0006529987,0,0.5131553603457588
2024-01-01,4553486,275.5079,271.83694,-0.1049366,0.5250292,0.0006990433,0,0.5354132524248909
2024-01-01,4553487,275.57413,271.93597,-0.06534513,0.47648588,0.0007843822,0,0.4809457140406714
2024-01-01,4553488,275.57773,272.03256,-0.009192784,0.45577464,0.0007890258,0,0.4558673378789056
2024-01-01,4553489,275.3268,271.88715,0.065514244,0.4690396,0.0007585604,0,0.4735929291438498
2024-01-01,4553490,275.26968,271.86923,0.16203117,0.4951016,0.0007585827,0,0.5209411621038684
2024-01-01,4553491,275.53427,271.9438,0.2620271,0.5009406,0.00075036474,0,0.5653314831696268
2024-01-01,4553492,276.47095,272.5722,0.36002922,0.4677782,0.00068517774,0,0.5902859338058534
2024-01-01,4553493,277.88486,273.5416,0.5126985,0.51390046,0.0010601673,0,0.7259155837220066
2024-01-01,4553494,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4557066,276.3851,273.7707,0.7751293,0.766525,0.001601748,0,1.0901311881344786
2024-01-01,4557084,275.81274,272.1473,0.06437492,0.44413725,0.00096137077,0,0.44877837198618303
2024-01-01,4557086,275.60904,271.93588,-0.014279048,0.47673002,0.000884369,0,0.4769438155390912
2024-01-01,4557087,275.46884,271.8477,0.029381434,0.4712979,0.00085656904,0,0.4722128537093271
2024-01-01,4557088,275.4918,271.94907,0.10071119,0.4848884,0.000754619,0,0.49523681632707406
2024-01-01,4557089,275.26797,271.8948,0.17560132,0.5049893,0.00065532513,0,0.53464943346106
2024-01-01,4557090,275.19693,271.8415,0.2803173,0.5574999,0.0007202793,0,0.6240063518741616
2024-01-01,4557091,275.18213,271.63528,0.3870678,0.6127367,0.0008267462,0,0.7247535755853365
2024-01-01,4557092,275.80087,272.0811,0.49227205,0.61839265,0.00083999336,0,0.7904057444029775
2024-01-01,4557093,276.41666,272.47928,0.57861644,0.64858466,0.00098929,0,0.8691714708994935
2024-01-01,4560672,276.05167,273.21503,0.6190624,0.8664395,0.001002945,0,1.0648735428462903
2024-01-01,4560673,276.06876,273.08734,0.5647004,0.9092455,0.0012195259,0,1.0703335559676759
2024-01-01,4560681,275.03995,271.91278,0.20809238,0.5969286,0.0022032037,0,0.6321599418754912
2024-01-01,4564274,275.87198,272.91708,0.51967686,0.95433015,0.0016280113,0,1.0866508519384146
2024-01-01,4567864,277.32437,274.09653,2.0149364,0.6014249,0.003952034,0,2.1027792576456923
2024-01-01,4567871,275.5048,273.08344,0.6615632,0.71783924,0.0014386548,0,0.9761962108500615
2024-01-01,4567885,274.6378,271.3681,0.28300285,0.6130826,0.0023047868,0,0.6752487597403513
2024-01-01,4571463,277.7875,274.60696,2.413313,0.4415331,0.0055802483,0,2.4533713771796983
2024-01-01,4571466,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4571467,276.7168,274.24765,1.2109814,0.47378,0.003769718,0,1.3003628107362808
2024-01-01,4571468,276.3063,274.0622,0.98334056,0.4715624,0.003492318,0,1.0905639614597915
2024-01-01,4571471,275.54776,273.24228,0.6483593,0.6500699,0.0015586986,0,0.9181288889815524
2024-01-01,4571487,273.70386,270.8904,0.70125645,0.739995,0.0028491989,0,1.0194867378694057
2024-01-01,4571493,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4575064,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
2024-01-01,4575068,276.19443,274.04324,1.0032991,0.3347012,0.0043095127,0,1.0576549424752149
2024-01-01,4575069,275.95166,273.78387,0.78229076,0.45443186,0.002460681,0,0.9047027957094181
2024-01-01,4575075,275.35025,272.5032,0.4631176,0.82876045,0.0021577477,0,0.9493796895415251
2024-01-01,4575079,274.95312,272.09467,0.34324455,0.8608039,0.0036283657,0,0.9267147216700037
2024-01-01,4578670,275.63608,273.4451,0.68825597,0.41343656,0.0021753833,0,0.8028860874278957
2024-01-01,4578673,275.32504,272.68597,0.5239086,0.5946906,0.0017469599,0,0.7925510273050688
2024-01-01,4578681,274.00864,271.0285,0.39359856,0.8269701,0.0043684933,0,0.9158599088987811
2024-01-01,4578684,274.04712,271.50443,0.64394444,0.8504279,0.0051107053,0,1.0667202327252088
2024-01-01,4582274,275.7727,272.98724,0.5278759,0.6385953,0.001902297,0,0.8285269597200201
2024-01-01,4582275,275.9807,273.0949,0.5033805,0.7114916,0.0020949543,0,0.8715573559157251
2024-01-01,4582277,275.2147,272.3896,0.45270094,0.79026765,0.0028016344,0,0.9107475499354396
2024-01-01,4582278,274.47852,271.45346,0.41713777,0.8161669,0.003337197,0,0.9165873268904513
2024-01-01,4585869,275.27457,273.08987,0.55092686,0.32033762,0.0023407862,0,0.6372884714607068
2024-01-01,4589467,275.61792,273.584,0.62726146,0.096562386,0.0025474653,0,0.634650481439465
2024-01-01,4589490,276.4371,271.99246,1.3559399,1.7277066,0.01040503,0,2.1962566125331464
2024-01-01,4589491,285.05102711161805,280.2176274904135,0.5798015896397966,-0.2986389908447503,0.0,0,0.6521925560765056
